,Unnamed: 0,book_id,authors,original_publication_year,title,language_code,image_url,small_image_url
8892,8892,8893,Ursula K. Le Guin,2001.0,"The Other Wind (Earthsea Cycle, #6)",en-GB,https://images.gr-assets.com/books/1309285821m/13658.jpg,https://images.gr-assets.com/books/1309285821s/13658.jpg
8893,8893,8894,"Steve Berry, Scott Brick",2009.0,"The Paris Vendetta (Cotton Malone, #5)",en-US,https://images.gr-assets.com/books/1320407237m/6497645.jpg,https://images.gr-assets.com/books/1320407237s/6497645.jpg
8894,8894,8895,Anthony Horowitz,2014.0,Moriarty (Sherlock Holmes #2),eng,https://images.gr-assets.com/books/1404412525m/22535533.jpg,https://images.gr-assets.com/books/1404412525s/22535533.jpg
8895,8895,8896,"William Shakespeare, Roma Gill, Robert          Jackson",1595.0,Richard II,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8896,8896,8897,Johanna Lindsey,1991.0,Prisoner of My Desire,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8897,8897,8898,Greg Iles,2005.0,Blood Memory,eng,https://images.gr-assets.com/books/1327877256m/80631.jpg,https://images.gr-assets.com/books/1327877256s/80631.jpg
8898,8898,8899,"George Gordon Byron, Peter J. Manning, Susan J. Wolfson",1848.0,Selected Poems,eng,https://images.gr-assets.com/books/1411634706m/119239.jpg,https://images.gr-assets.com/books/1411634706s/119239.jpg
8899,8899,8900,Laura Lippman,2014.0,After I'm Gone,eng,https://images.gr-assets.com/books/1383274696m/18089975.jpg,https://images.gr-assets.com/books/1383274696s/18089975.jpg
8900,8900,8901,Jennifer Worth,2005.0,Shadows of the Workhouse,eng,https://images.gr-assets.com/books/1328216841m/3925836.jpg,https://images.gr-assets.com/books/1328216841s/3925836.jpg
8901,8901,8902,"Anna Gavalda, Alison Anderson",2004.0,Hunting and Gathering,en-US,https://images.gr-assets.com/books/1327865734m/47780.jpg,https://images.gr-assets.com/books/1327865734s/47780.jpg
8902,8902,8903,"Peter Lynch, John Rothchild",1988.0,One Up On Wall Street: How To Use What You Already Know To Make Money In The Market,en-US,https://images.gr-assets.com/books/1444850522m/762462.jpg,https://images.gr-assets.com/books/1444850522s/762462.jpg
8903,8903,8904,Iain M. Banks,1993.0,Against a Dark Background,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8904,8904,8905,Fannie Flagg,2010.0,I Still Dream About You,en-US,https://images.gr-assets.com/books/1320471793m/7897620.jpg,https://images.gr-assets.com/books/1320471793s/7897620.jpg
8905,8905,8906,Jonathan Swift,1729.0,A Modest Proposal and Other Satirical Works,eng,https://images.gr-assets.com/books/1264316062m/2677.jpg,https://images.gr-assets.com/books/1264316062s/2677.jpg
8906,8906,8907,Alan W. Watts,1966.0,The Book on the Taboo Against Knowing Who You Are,eng,https://images.gr-assets.com/books/1403166178m/60551.jpg,https://images.gr-assets.com/books/1403166178s/60551.jpg
8907,8907,8908,"Bertolt Brecht, David Hare",1941.0,Mother Courage and Her Children,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8908,8908,8909,Jeaniene Frost,2014.0,"Up from the Grave (Night Huntress, #7)",eng,https://images.gr-assets.com/books/1367085937m/10357792.jpg,https://images.gr-assets.com/books/1367085937s/10357792.jpg
8909,8909,8910,Jessica Day George,2008.0,"Sun and Moon, Ice and Snow",en-US,https://images.gr-assets.com/books/1317065700m/1210754.jpg,https://images.gr-assets.com/books/1317065700s/1210754.jpg
8910,8910,8911,Brent Weeks,2016.0,"The Blood Mirror (Lightbringer, #4)",eng,https://images.gr-assets.com/books/1458663265m/17570538.jpg,https://images.gr-assets.com/books/1458663265s/17570538.jpg
8911,8911,8912,Nic Pizzolatto,2004.0,Galveston,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8912,8912,8913,"Mac Barnett, Jon Klassen",2012.0,Extra Yarn (E. B. White Read-Aloud Award. Picture Books),eng,https://images.gr-assets.com/books/1424982446m/12065943.jpg,https://images.gr-assets.com/books/1424982446s/12065943.jpg
8913,8913,8914,Justin Torres,2011.0,We the Animals,eng,https://images.gr-assets.com/books/1327900720m/10306358.jpg,https://images.gr-assets.com/books/1327900720s/10306358.jpg
8914,8914,8915,Daniel C. Dennett,2006.0,Breaking the Spell: Religion as a Natural Phenomenon,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8915,8915,8916,"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell",1590.0,The Faerie Queene ,eng,https://images.gr-assets.com/books/1328308492m/765427.jpg,https://images.gr-assets.com/books/1328308492s/765427.jpg
8916,8916,8917,Francine Rivers,2010.0,"Her Daughter's Dream (Marta's Legacy, #2)",en-US,https://images.gr-assets.com/books/1276207024m/8142508.jpg,https://images.gr-assets.com/books/1276207024s/8142508.jpg
8917,8917,8918,Kristen Ashley,2013.0,"Rock Chick Revolution (Rock Chick, #8)",eng,https://images.gr-assets.com/books/1373384839m/15752757.jpg,https://images.gr-assets.com/books/1373384839s/15752757.jpg
8918,8918,8919,Alissa Nutting,2013.0,Tampa,eng,https://images.gr-assets.com/books/1393784199m/17225311.jpg,https://images.gr-assets.com/books/1393784199s/17225311.jpg
8919,8919,8920,Arthur Nersesian,1997.0,The Fuck-Up,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8920,8920,8921,Steve Alten,1997.0,"Meg (MEG, #1)",eng,https://images.gr-assets.com/books/1407870638m/105744.jpg,https://images.gr-assets.com/books/1407870638s/105744.jpg
8921,8921,8922,Frank Beddor,2007.0,"Seeing Redd (The Looking Glass Wars, #2)",en-US,https://images.gr-assets.com/books/1354846350m/289695.jpg,https://images.gr-assets.com/books/1354846350s/289695.jpg
8922,8922,8923,John O'Hara,1933.0,Appointment in Samarra,eng,https://images.gr-assets.com/books/1320446769m/126583.jpg,https://images.gr-assets.com/books/1320446769s/126583.jpg
8923,8923,8924,"Janet Ahlberg, Allan Ahlberg",1978.0,Each Peach Pear Plum,eng,https://images.gr-assets.com/books/1367225641m/833550.jpg,https://images.gr-assets.com/books/1367225641s/833550.jpg
8924,8924,8925,"Gene Kim, Kevin Behr, George Spafford",2013.0,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",en-GB,https://images.gr-assets.com/books/1361113128m/17255186.jpg,https://images.gr-assets.com/books/1361113128s/17255186.jpg
8925,8925,8926,Brandon Stanton,2013.0,Humans of New York,eng,https://images.gr-assets.com/books/1384184910m/17287009.jpg,https://images.gr-assets.com/books/1384184910s/17287009.jpg
8926,8926,8927,"Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket",2011.0,The Chronicles of Harris Burdick: 14 Amazing Authors Tell the Tales,en-US,https://images.gr-assets.com/books/1327949098m/10508526.jpg,https://images.gr-assets.com/books/1327949098s/10508526.jpg
8927,8927,8928,"Erin Gruwell, Zlata Filipović, The Freedom Writers",1999.0,The Freedom Writers Diary,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8928,8928,8929,Fareed Zakaria,2008.0,The Post-American World,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8929,8929,8930,Jon Ronson,2001.0,Them: Adventures with Extremists,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8930,8930,8931,"Susanna Clarke, Charles Vess",2006.0,The Ladies of Grace Adieu and Other Stories,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8931,8931,8932,Dinah Bucholz,2010.0,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8932,8932,8933,Bill Browder,2014.0,"Red Notice: A True Story of High Finance, Murder, and One Man’s Fight for Justice",en-GB,https://images.gr-assets.com/books/1422848658m/22609522.jpg,https://images.gr-assets.com/books/1422848658s/22609522.jpg
8933,8933,8934,David Bach,2003.0,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8934,8934,8935,Cat Patrick,2011.0,Forgotten,eng,https://images.gr-assets.com/books/1327916264m/9415951.jpg,https://images.gr-assets.com/books/1327916264s/9415951.jpg
8935,8935,8936,Jill Leovy,2015.0,Ghettoside: A True Story of Murder in America,eng,https://images.gr-assets.com/books/1417410395m/13153693.jpg,https://images.gr-assets.com/books/1417410395s/13153693.jpg
8936,8936,8937,"Terry Jones, Brian Froud",1994.0,Lady Cottington's Pressed Fairy Book,eng,https://images.gr-assets.com/books/1408938052m/227570.jpg,https://images.gr-assets.com/books/1408938052s/227570.jpg
8937,8937,8938,Chevy Stevens,2014.0,That Night,eng,https://images.gr-assets.com/books/1382569155m/18404248.jpg,https://images.gr-assets.com/books/1382569155s/18404248.jpg
8938,8938,8939,Paul Torday,2006.0,Salmon Fishing in the Yemen,eng,https://images.gr-assets.com/books/1347617111m/1331653.jpg,https://images.gr-assets.com/books/1347617111s/1331653.jpg
8939,8939,8940,Alex  Ross,2007.0,The Rest Is Noise: Listening to the Twentieth Century,eng,https://images.gr-assets.com/books/1311973474m/392563.jpg,https://images.gr-assets.com/books/1311973474s/392563.jpg
8940,8940,8941,Katie Klein,2011.0,"Cross My Heart (Cross My Heart, #1)",eng,https://images.gr-assets.com/books/1327886049m/10801027.jpg,https://images.gr-assets.com/books/1327886049s/10801027.jpg
8941,8941,8942,Trish Doller,2012.0,Something like Normal,eng,https://images.gr-assets.com/books/1336837143m/9403947.jpg,https://images.gr-assets.com/books/1336837143s/9403947.jpg
8942,8942,8943,Glenn Greenwald,2014.0,"No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State",eng,https://images.gr-assets.com/books/1383352779m/18213403.jpg,https://images.gr-assets.com/books/1383352779s/18213403.jpg
8943,8943,8944,Orson Scott Card,1996.0,Pastwatch: The Redemption of Christopher Columbus,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8944,8944,8945,Lisa Gardner,2001.0,"The Next Accident (Quincy & Rainie, #3)",en-US,https://images.gr-assets.com/books/1348816896m/32529.jpg,https://images.gr-assets.com/books/1348816896s/32529.jpg
8945,8945,8946,Hafez,1380.0,The Divan,eng,https://images.gr-assets.com/books/1327770153m/46292.jpg,https://images.gr-assets.com/books/1327770153s/46292.jpg
8946,8946,8947,John L. Parker Jr.,1978.0,Once a Runner,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8947,8947,8948,Ben Hatke,2011.0,"Zita the Spacegirl (Zita the Spacegirl, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8948,8948,8949,"Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds",1320.0,"Paradiso (The Divine Comedy, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8949,8949,8950,William  Boyd,2006.0,Restless,eng,https://images.gr-assets.com/books/1330951946m/72148.jpg,https://images.gr-assets.com/books/1330951946s/72148.jpg
8950,8950,8951,Nancy Farmer,1994.0,"The Ear, the Eye, and the Arm",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8951,8951,8952,"Amy Lichtenhan, A.L. Jackson",2011.0,"Take This Regret (Take This Regret, #1)",eng,https://images.gr-assets.com/books/1347389725m/11784281.jpg,https://images.gr-assets.com/books/1347389725s/11784281.jpg
8952,8952,8953,R.L. Stine,1992.0,"Stay Out of the Basement  (Goosebumps, #2)",eng,https://images.gr-assets.com/books/1328867797m/125542.jpg,https://images.gr-assets.com/books/1328867797s/125542.jpg
8953,8953,8954,Kathryn Croft,2016.0,The Girl You Lost,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8954,8954,8955,Belle Aurora,2013.0,Willing Captive,eng,https://images.gr-assets.com/books/1371600310m/18071296.jpg,https://images.gr-assets.com/books/1371600310s/18071296.jpg
8955,8955,8956,R.L. Stine,1994.0,"One Day at Horrorland (Goosebumps, #16)",eng,https://images.gr-assets.com/books/1328867794m/125540.jpg,https://images.gr-assets.com/books/1328867794s/125540.jpg
8956,8956,8957,David Lebovitz,2009.0,The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City,eng,https://images.gr-assets.com/books/1320533633m/6055063.jpg,https://images.gr-assets.com/books/1320533633s/6055063.jpg
8957,8957,8958,Julie Kagawa,2014.0,"Talon (Talon, #1)",eng,https://images.gr-assets.com/books/1397581124m/17331828.jpg,https://images.gr-assets.com/books/1397581124s/17331828.jpg
8958,8958,8959,Grace Draven,2014.0,"Radiance (Wraith Kings, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8959,8959,8960,Mark Haddon,2012.0,The Red House,eng,https://images.gr-assets.com/books/1333578268m/12878667.jpg,https://images.gr-assets.com/books/1333578268s/12878667.jpg
8960,8960,8961,"Larry Niven, Jerry Pournelle",1985.0,Footfall,eng,https://images.gr-assets.com/books/1320440216m/116356.jpg,https://images.gr-assets.com/books/1320440216s/116356.jpg
8961,8961,8962,Heather Brewer,2010.0,"Twelfth Grade Kills (The Chronicles of Vladimir Tod, #5)",eng,https://images.gr-assets.com/books/1268256304m/7818881.jpg,https://images.gr-assets.com/books/1268256304s/7818881.jpg
8962,8962,8963,Alistair MacLean,1963.0,Ice Station Zebra,eng,https://images.gr-assets.com/books/1364039405m/149621.jpg,https://images.gr-assets.com/books/1364039405s/149621.jpg
8963,8963,8964,Ronald C. White Jr.,2009.0,A. Lincoln,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8964,8964,8965,"William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",1982.0,Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8965,8965,8966,Susan Elizabeth Phillips,2004.0,Ain't She Sweet,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8966,8966,8967,Jodi Ellen Malpas,2014.0,"Promised (One Night, #1)",eng,https://images.gr-assets.com/books/1398092254m/21795430.jpg,https://images.gr-assets.com/books/1398092254s/21795430.jpg
8967,8967,8968,Neal Shusterman,2010.0,Bruiser,en-US,https://images.gr-assets.com/books/1318261800m/1931915.jpg,https://images.gr-assets.com/books/1318261800s/1931915.jpg
8968,8968,8969,Jon J. Muth,2003.0,Stone Soup,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8969,8969,8970,Lois McMaster Bujold,1987.0,"Falling Free (Vorkosigan Saga, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8970,8970,8971,Gayle Forman,2014.0,"If I Stay Collection (If I Stay, #1-2)",eng,https://images.gr-assets.com/books/1441837844m/21873331.jpg,https://images.gr-assets.com/books/1441837844s/21873331.jpg
8971,8971,8972,Jeffery Deaver,2006.0,"The Cold Moon (Lincoln Rhyme, #7)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8972,8972,8973,Salman Rushdie,1995.0,The Moor's Last Sigh,eng,https://images.gr-assets.com/books/1359386233m/9865.jpg,https://images.gr-assets.com/books/1359386233s/9865.jpg
8973,8973,8974,Gayle Tzemach Lemmon,2011.0,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",eng,https://images.gr-assets.com/books/1279213493m/8584913.jpg,https://images.gr-assets.com/books/1279213493s/8584913.jpg
8974,8974,8975,David Foster Wallace,1988.0,Girl With Curious Hair,eng,https://images.gr-assets.com/books/1350027419m/45760.jpg,https://images.gr-assets.com/books/1350027419s/45760.jpg
8975,8975,8976,Stephen King,1982.0,Rita Hayworth and Shawshank Redemption: A Story from Different Seasons,eng,https://images.gr-assets.com/books/1315100686m/39664.jpg,https://images.gr-assets.com/books/1315100686s/39664.jpg
8976,8976,8977,A.J. Jacobs,2012.0,Drop Dead Healthy: One Man's Humble Quest for Bodily Perfection,eng,https://images.gr-assets.com/books/1344398815m/8570787.jpg,https://images.gr-assets.com/books/1344398815s/8570787.jpg
8977,8977,8978,Bill Watterson,1991.0,The Revenge of the Baby-Sat,eng,https://images.gr-assets.com/books/1384734025m/121792.jpg,https://images.gr-assets.com/books/1384734025s/121792.jpg
8978,8978,8979,Arthur Conan Doyle,1927.0,The Case-Book of Sherlock Holmes,eng,https://images.gr-assets.com/books/1316863480m/162823.jpg,https://images.gr-assets.com/books/1316863480s/162823.jpg
8979,8979,8980,Tonya Hurley,2008.0,"Ghostgirl (Ghostgirl, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8980,8980,8981,"Mary Higgins Clark, Alafair Burke",2014.0,"I've Got You Under My Skin (Under Suspicion, #1)",eng,https://images.gr-assets.com/books/1397768065m/18143968.jpg,https://images.gr-assets.com/books/1397768065s/18143968.jpg
8981,8981,8982,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008.0,"Fables, Vol. 10: The Good Prince",eng,https://images.gr-assets.com/books/1375393788m/2147714.jpg,https://images.gr-assets.com/books/1375393788s/2147714.jpg
8982,8982,8983,Barbara Delinsky,2008.0,The Secret Between Us,eng,https://images.gr-assets.com/books/1320407845m/1268348.jpg,https://images.gr-assets.com/books/1320407845s/1268348.jpg
8983,8983,8984,"Larry Bond, Patrick Larkin",1989.0,Red Phoenix (Red Phoenix #1),eng,https://images.gr-assets.com/books/1298859399m/981161.jpg,https://images.gr-assets.com/books/1298859399s/981161.jpg
8984,8984,8985,Linwood Barclay,2010.0,Never Look Away,eng,https://images.gr-assets.com/books/1320510305m/6678884.jpg,https://images.gr-assets.com/books/1320510305s/6678884.jpg
8985,8985,8986,Dean Koontz,2008.0,Your Heart Belongs to Me,eng,https://images.gr-assets.com/books/1320422724m/2983562.jpg,https://images.gr-assets.com/books/1320422724s/2983562.jpg
8986,8986,8987,"Leigh Nichols, Dean Koontz",1987.0,Shadow Fires,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8987,8987,8988,Naomi Novik,2008.0,"Victory of Eagles (Temeraire, #5)",en-GB,https://images.gr-assets.com/books/1327942237m/891593.jpg,https://images.gr-assets.com/books/1327942237s/891593.jpg
8988,8988,8989,Malorie Blackman,2003.0,"Knife Edge (Noughts & Crosses, #2)",eng,https://images.gr-assets.com/books/1364405912m/300044.jpg,https://images.gr-assets.com/books/1364405912s/300044.jpg
8989,8989,8990,"James Rollins, Rebecca Cantrell",2013.0,"The Blood Gospel (The Order of the Sanguines, #1)",en-CA,https://images.gr-assets.com/books/1357605320m/15818164.jpg,https://images.gr-assets.com/books/1357605320s/15818164.jpg
8990,8990,8991,Tijan,2013.0,"Fallen Crest Public (Fallen Crest High, #3)",eng,https://images.gr-assets.com/books/1383257344m/18110808.jpg,https://images.gr-assets.com/books/1383257344s/18110808.jpg
8991,8991,8992,Josh Kilmer-Purcell,2006.0,I Am Not Myself These Days,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8992,8992,8993,Lauren Barnholdt,2011.0,Sometimes It Happens,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8993,8993,8994,Kathy Reichs,2012.0,"Bones Are Forever (Temperance Brennan, #15)",eng,https://images.gr-assets.com/books/1333675935m/13030356.jpg,https://images.gr-assets.com/books/1333675935s/13030356.jpg
8994,8994,8995,Robin McKinley,1993.0,Deerskin,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8995,8995,8996,Michael Herr,1977.0,Dispatches,en-GB,https://images.gr-assets.com/books/1343099128m/4339.jpg,https://images.gr-assets.com/books/1343099128s/4339.jpg
8996,8996,8997,"Henning Mankell, Laurie Thompson",2009.0,"The Troubled Man (Kurt Wallander, #10)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8997,8997,8998,Lorenzo Carcaterra,1995.0,Sleepers,eng,https://images.gr-assets.com/books/1327871596m/292740.jpg,https://images.gr-assets.com/books/1327871596s/292740.jpg
8998,8998,8999,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin",1936.0,"The Work of Art in the Age of Its Technological Reproducibility, and Other Writings on Media",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8999,8999,9000,Mary Higgins Clark,1997.0,Pretend You Don't See Her,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9000,9000,9001,"Sarah Palin, Lynn Vincent, Dewey Whetsell",2009.0,Going Rogue: An American Life,eng,https://images.gr-assets.com/books/1380033996m/6922622.jpg,https://images.gr-assets.com/books/1380033996s/6922622.jpg
9001,9001,9002,"Anne Byrn, Anthony Loew",1999.0,The Cake Mix Doctor,eng,https://images.gr-assets.com/books/1404582048m/402017.jpg,https://images.gr-assets.com/books/1404582048s/402017.jpg
9002,9002,9003,Rick Yancey,2009.0,"The Monstrumologist (The Monstrumologist, #1)",eng,https://images.gr-assets.com/books/1307409930m/6457229.jpg,https://images.gr-assets.com/books/1307409930s/6457229.jpg
9003,9003,9004,Robert A. Caro,1982.0,"The Path to Power (The Years of Lyndon Johnson, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9004,9004,9005,Patricia Cornwell,2015.0,"Depraved Heart (Kay Scarpetta, #23)",eng,https://images.gr-assets.com/books/1439833245m/24903919.jpg,https://images.gr-assets.com/books/1439833245s/24903919.jpg
9005,9005,9006,Forrest Carter,1976.0,The Education of Little Tree,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9006,9006,9007,Gena Showalter,2009.0,"Intertwined (Intertwined, #1)",eng,https://images.gr-assets.com/books/1388656493m/6344423.jpg,https://images.gr-assets.com/books/1388656493s/6344423.jpg
9007,9007,9008,Richard Brautigan,1968.0,In Watermelon Sugar,eng,https://images.gr-assets.com/books/1482476781m/46182.jpg,https://images.gr-assets.com/books/1482476781s/46182.jpg
9008,9008,9009,"Ali Novak, Fallzswimmer",2012.0,My Life with the Walter Boys (My Life with the Walter Boys #1),eng,https://images.gr-assets.com/books/1486398662m/13580846.jpg,https://images.gr-assets.com/books/1486398662s/13580846.jpg
9009,9009,9010,John Marsden,1997.0,"Burning For Revenge (Tomorrow, #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9010,9010,9011,Crissy Calhoun,2010.0,Love You to Death: The Unofficial Companion to the Vampire Diaries,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
